"protein","entry_name","description","family","gene_symbol","expression_tissue"
"Q9HD23","MRS2_HUMAN","Magnesium transporter MRS2 homolog, mitochondrial","Transporter","MRS2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9HD36","B2L10_HUMAN","Bcl-2-like protein 10","Other TMPs","BCL2L10","GAT"
"Q9HD43","PTPRH_HUMAN","Receptor-type tyrosine-protein phosphatase H","Catalytic receptors","PTPRH","MAT\SmallIntestine\Stomach"
"Q9HD45","TM9S3_HUMAN","Transmembrane 9 superfamily member 3","Other TMPs","TM9SF3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9HDB5","NRX3B_HUMAN","Neurexin-3-beta","Other TMPs","NRXN3","Ad\brain\eye\liver\Stomach"
"Q9HDC5","JPH1_HUMAN","Junctophilin-1","Other TMPs","JPH1","Ad\BAT\brain\eye\GAT\heart\liver\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"Q9HDC9","APMAP_HUMAN","Adipocyte plasma membrane-associated protein","Other TMPs","APMAP","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9HDD0","PLAT1_HUMAN","Phospholipase A and acyltransferase 1","Other TMPs","PLAAT1",""
"Q9NNX6","CD209_HUMAN","CD209 antigen","Other TMPs","CD209",""
"Q9NNZ3","DNJC4_HUMAN","DnaJ homolog subfamily C member 4","Other TMPs","DNAJC4","Ad\BAT\eye\GAT\heart\liver\MAT\Muscle\Pancreas\prostate\SCAT\skin\Stomach\testis\thymus\tongue\Ub"
"Q9NP58","ABCB6_HUMAN","ATP-binding cassette sub-family B member 6","Transporter","ABCB6","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NP59","S40A1_HUMAN","Ferroportin","Transporter","SLC40A1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NP60","IRPL2_HUMAN","X-linked interleukin-1 receptor accessory protein-like 2","Other TMPs","IL1RAPL2",""
"Q9NP78","ABCB9_HUMAN","ABC-type oligopeptide transporter ABCB9","Transporter","ABCB9","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NP80","PLPL8_HUMAN","Calcium-independent phospholipase A2-gamma","Other TMPs","PNPLA8","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NP84","TNR12_HUMAN","Tumor necrosis factor receptor superfamily member 12A","Catalytic receptors","TNFRSF12A","Ad\GAT\Kidney\lung\MAT\skin\SmallIntestine\Stomach\thymus"
"Q9NP91","S6A20_HUMAN","Sodium- and chloride-dependent transporter XTRP3","Other TMPs","SLC6A20",""
"Q9NP94","S39A2_HUMAN","Zinc transporter ZIP2","Other TMPs","SLC39A2",""
"Q9NP99","TREM1_HUMAN","Triggering receptor expressed on myeloid cells 1","Other TMPs","TREM1","Spleen"
"Q9NPA0","EMC7_HUMAN","Endoplasmic reticulum membrane protein complex subunit 7","Other TMPs","EMC7","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPA1","KCMB3_HUMAN","Calcium-activated potassium channel subunit beta-3beta-3","Ion-channels","KCNMB3",""
"Q9NPB9","ACKR4_HUMAN","Atypical chemokine receptor 4","GPCR","ACKR4","GAT\lung\MAT\skin\SmallIntestine\Spleen\thymus"
"Q9NPC1","LT4R2_HUMAN","Leukotriene B4 receptor 2","GPCR","LTB4R2","liver\skin\SmallIntestine\Spleen\thymus"
"Q9NPC2","KCNK9_HUMAN","Potassium channel subfamily K member 9 channel 3 channel KT3.2","Ion-channels","KCNK9","Ad\brain"
"Q9NPC4","A4GAT_HUMAN","Lactosylceramide 4-alpha-galactosyltransferase","Other TMPs","A4GALT","Ad\GAT\Kidney\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\Ub"
"Q9NPD5","SO1B3_HUMAN","Solute carrier organic anion transporter family member 1B3","Other TMPs","SLCO1B3",""
"Q9NPE6","SPAG4_HUMAN","Sperm-associated antigen 4 protein","Other TMPs","SPAG4","testis"
"Q9NPF0","CD320_HUMAN","CD320 antigen","Other TMPs","CD320","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Stomach\testis\thymus\Ub"
"Q9NPF2","CHSTB_HUMAN","Carbohydrate sulfotransferase 11","Other TMPs","CHST11","Ad\BAT\brain\Kidney\lung\MAT\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus"
"Q9NPG1","FZD3_HUMAN","Frizzled-3","GPCR","FZD3","brain\eye\GAT\Kidney\lung\Pancreas\skin\Stomach\thymus\Ub"
"Q9NPG4","PCD12_HUMAN","Protocadherin-12","Other TMPs","PCDH12","Ad\GAT\heart\Kidney\liver\lung\MAT\SCAT\Spleen\Stomach"
"Q9NPG8","ZDHC4_HUMAN","Palmitoyltransferase ZDHHC4","Other TMPs","ZDHHC4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPH3","IL1AP_HUMAN","Interleukin-1 receptor accessory protein","Catalytic receptors","IL1RAP","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPH5","NOX4_HUMAN","NADPH oxidase 4H-oxidase","Other TMPs","NOX4","Kidney\liver\lung\SCAT\skin"
"Q9NPI0","TM138_HUMAN","Transmembrane protein 138","Other TMPs","TMEM138","Ad\brain\eye\GAT\Kidney\liver\lung\prostate\skin\testis\thymus\Ub"
"Q9NPI9","KCJ16_HUMAN","Inward rectifier potassium channel 16 channel Kir5.1","Ion-channels","KCNJ16","brain\Kidney\prostate\SCAT\Spleen\Stomach\thymus"
"Q9NPL8","TIDC1_HUMAN","Complex I assembly factor TIMMDC1, mitochondrial","Other TMPs","TIMMDC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPR2","SEM4B_HUMAN","Semaphorin-4B","Other TMPs","SEMA4B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPR9","GP108_HUMAN","Protein GPR108","Other TMPs","GPR108","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPY3","C1QR1_HUMAN","Complement component C1q receptor","Other TMPs","CD93","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NPZ5","B3GA2_HUMAN","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2","Other TMPs","B3GAT2","brain\Kidney"
"Q9NQ11","AT132_HUMAN","Polyamine-transporting ATPase 13A2","Transporter","ATP13A2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQ25","SLAF7_HUMAN","SLAM family member 7","Other TMPs","SLAMF7",""
"Q9NQ34","TMM9B_HUMAN","Transmembrane protein 9B","Other TMPs","TMEM9B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQ40","S52A3_HUMAN","Solute carrier family 52, riboflavin transporter, member 3","Transporter","SLC52A3","Ad\brain\eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQ84","GPC5C_HUMAN","G-protein coupled receptor family C group 5 member C","GPCR","GPRC5C",""
"Q9NQ90","ANO2_HUMAN","Anoctamin-2","Ion-channels","ANO2","brain\eye\GAT\tongue"
"Q9NQA5","TRPV5_HUMAN","Transient receptor potential cation channel subfamily V member 5","Ion-channels","TRPV5","Kidney\SmallIntestine"
"Q9NQC3","RTN4_HUMAN","Reticulon-4","Other TMPs","RTN4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQG1","MANBL_HUMAN","Protein MANBAL","Other TMPs","MANBAL",""
"Q9NQG6","MID51_HUMAN","Mitochondrial dynamics protein MIEF1","Other TMPs","MIEF1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQN1","OR2S1_HUMAN","Olfactory receptor 2S2","GPCR","OR2S2",""
"Q9NQQ7","S35C2_HUMAN","Solute carrier family 35 member C2","Transporter","SLC35C2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQS3","NECT3_HUMAN","Nectin-3","Other TMPs","NECTIN3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQS5","GPR84_HUMAN","G-protein coupled receptor 84","GPCR","GPR84",""
"Q9NQW8","CNGB3_HUMAN","Cyclic nucleotide-gated channel beta-3","Ion-channels","CNGB3","eye"
"Q9NQX5","NPDC1_HUMAN","Neural proliferation differentiation and control protein 1","Other TMPs","NPDC1","Ad\BAT\brain\eye\GAT\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NQX7","ITM2C_HUMAN","Integral membrane protein 2C","Other TMPs","ITM2C","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NQZ7","ENTP7_HUMAN","Ectonucleoside triphosphate diphosphohydrolase 7","Other TMPs","ENTPD7","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NR34","MA1C1_HUMAN","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC","Other TMPs","MAN1C1",""
"Q9NR61","DLL4_HUMAN","Delta-like protein 4","Other TMPs","DLL4","Ad\GAT\Kidney\liver\lung\MAT\SmallIntestine\Spleen\thymus"
"Q9NR77","PXMP2_HUMAN","Peroxisomal membrane protein 2","Other TMPs","PXMP2",""
"Q9NR82","KCNQ5_HUMAN","Potassium voltage-gated channel subfamily KQT member 5","Ion-channels","KCNQ5","brain\eye\lung\Pancreas\Spleen\Stomach\thymus"
"Q9NR96","TLR9_HUMAN","Toll-like receptor 9","Catalytic receptors","TLR9","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NR97","TLR8_HUMAN","Toll-like receptor 8","Catalytic receptors","TLR8","BAT\GAT\liver\lung\MAT\Pancreas\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRA2","S17A5_HUMAN","Sialin/nitrate cotransporter/sialic acid cotransporter","Transporter","SLC17A5","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRB3","CHSTC_HUMAN","Carbohydrate sulfotransferase 12","Other TMPs","CHST12","Ad\BAT\brain\eye\GAT\heart\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRC1","ST7_HUMAN","Suppressor of tumorigenicity 7 protein","Other TMPs","ST7","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRD8","DUOX2_HUMAN","Dual oxidase 2","Other TMPs","DUOX2",""
"Q9NRD9","DUOX1_HUMAN","Dual oxidase 1","Other TMPs","DUOX1",""
"Q9NRJ7","PCDBG_HUMAN","Protocadherin beta-16","Other TMPs","PCDHB16",""
"Q9NRK6","ABCBA_HUMAN","ATP-binding cassette sub-family B member 10, mitochondrial","Transporter","ABCB10","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRM0","GTR9_HUMAN","Solute carrier family 2, facilitated glucose transporter member 9","Other TMPs","SLC2A9","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRM6","I17RB_HUMAN","Interleukin-17 receptor B","Catalytic receptors","IL17RB","testis\thymus"
"Q9NRP0","OSTC_HUMAN","Oligosaccharyltransferase complex subunit OSTC","Other TMPs","OSTC","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRQ2","PLS4_HUMAN","Phospholipid scramblase 4-dependent phospholipid scramblase 4","Other TMPs","PLSCR4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRQ5","SMCO4_HUMAN","Single-pass membrane and coiled-coil domain-containing protein 4","Other TMPs","SMCO4","Ad\eye\lung\Pancreas\skin\SmallIntestine\Stomach\thymus\Ub"
"Q9NRS4","TMPS4_HUMAN","Transmembrane protease serine 4","Other TMPs","TMPRSS4","eye\lung\MAT\Pancreas\prostate\skin\SmallIntestine\Stomach\thymus\tongue\Ub"
"Q9NRU3","CNNM1_HUMAN","Metal transporter CNNM1","Transporter","CNNM1","Ad\BAT\brain\eye\GAT\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRX5","SERC1_HUMAN","Serine incorporator 1","Other TMPs","SERINC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRX6","KISHB_HUMAN","Protein kish-B","Other TMPs","TMEM167B","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRY6","PLS3_HUMAN","Phospholipid scramblase 3-dependent phospholipid scramblase 3","Transporter","PLSCR3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRY7","PLS2_HUMAN","Phospholipid scramblase 2-dependent phospholipid scramblase 2","Other TMPs","PLSCR2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NRZ5","PLCD_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase delta","Other TMPs","AGPAT4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NRZ7","PLCC_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma","Other TMPs","AGPAT3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NS00","C1GLT_HUMAN","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","Other TMPs","C1GALT1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NS40","KCNH7_HUMAN","Voltage-gated inwardly rectifying potassium channel KCNH7","Ion-channels","KCNH7","brain\eye\testis"
"Q9NS62","THSD1_HUMAN","Thrombospondin type-1 domain-containing protein 1","Other TMPs","THSD1",""
"Q9NS64","RPRM_HUMAN","Protein reprimo","Other TMPs","RPRM","brain"
"Q9NS66","GP173_HUMAN","Probable G-protein coupled receptor 173","GPCR","GPR173",""
"Q9NS67","GPR27_HUMAN","Probable G-protein coupled receptor 27","GPCR","GPR27",""
"Q9NS68","TNR19_HUMAN","Tumor necrosis factor receptor superfamily member 19","Catalytic receptors","TNFRSF19","Ad\brain\liver\lung\Muscle\prostate\skin\SmallIntestine\Stomach\Ub"
"Q9NS69","TOM22_HUMAN","Mitochondrial import receptor subunit TOM22 homolog","Transporter","TOMM22","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NS75","CLTR2_HUMAN","Cysteinyl leukotriene receptor 2","GPCR","CYSLTR2","thymus"
"Q9NS82","AAA1_HUMAN","Asc-type amino acid transporter 1","Transporter","SLC7A10","Ad\BAT\brain\eye\GAT\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\Ub"
"Q9NS84","CHST7_HUMAN","Carbohydrate sulfotransferase 7","Other TMPs","CHST7","BAT\Kidney\lung\MAT\prostate\SCAT\skin\Spleen\Stomach\thymus\Ub"
"Q9NS93","TM7S3_HUMAN","Transmembrane 7 superfamily member 3","Other TMPs","TM7SF3",""
"Q9NSA2","KCND1_HUMAN","A-type voltage-gated potassium channel KCND1","Ion-channels","KCND1","Ad\brain\eye\prostate\skin"
"Q9NSC7","SIA7A_HUMAN","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1","Other TMPs","ST6GALNAC1",""
"Q9NSD5","S6A13_HUMAN","Sodium- and chloride-dependent GABA transporter 2","Transporter","SLC6A13","Ad\BAT\brain\eye\GAT\Kidney\liver\MAT\prostate\SCAT\skin\Spleen\thymus\Ub"
"Q9NSD7","RL3R1_HUMAN","Relaxin-3 receptor 1","GPCR","RXFP3",""
"Q9NSI5","IGSF5_HUMAN","Immunoglobulin superfamily member 5","Other TMPs","IGSF5",""
"Q9NSK7","CS012_HUMAN","Protein C19orf12","Other TMPs","C19orf12",""
"Q9NST1","PLPL3_HUMAN","1-acylglycerol-3-phosphate O-acyltransferase PNPLA3","Other TMPs","PNPLA3",""
"Q9NT68","TEN2_HUMAN","Teneurin-2","Other TMPs","TENM2",""
"Q9NT99","LRC4B_HUMAN","Leucine-rich repeat-containing protein 4B","Other TMPs","LRRC4B","Ad\brain\eye\GAT\heart\lung\prostate\skin\testis"
"Q9NTG1","PKDRE_HUMAN","Polycystin family receptor for egg jelly","Ion-channels","PKDREJ","testis"
"Q9NTI2","AT8A2_HUMAN","Phospholipid-transporting ATPase IB","Transporter","ATP8A2","Ad\brain\eye\heart\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NTJ5","SAC1_HUMAN","Phosphatidylinositol-3-phosphatase SAC1","Other TMPs","SACM1L","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NTN3","S35D1_HUMAN","Nucleotide sugar transporter SLC35D1","Transporter","SLC35D1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NTN9","SEM4G_HUMAN","Semaphorin-4G","Other TMPs","SEMA4G","Ad\brain\eye\Kidney\liver\SmallIntestine\Stomach\Ub"
"Q9NTQ9","CXB4_HUMAN","Gap junction beta-4 protein","Other TMPs","GJB4","skin"
"Q9NU53","GINM1_HUMAN","Glycoprotein integral membrane protein 1","Other TMPs","GINM1","Ad\BAT\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\testis\thymus"
"Q9NUB4","CT141_HUMAN","Uncharacterized protein C20orf141","Other TMPs","C20orf141",""
"Q9NUD9","PIGV_HUMAN","GPI alpha-1,6-mannosyltransferase 2","Other TMPs","PIGV","Ad\BAT\eye\GAT\heart\Kidney\lung\MAT\Pancreas\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NUE0","ZDH18_HUMAN","Palmitoyltransferase ZDHHC18","Other TMPs","ZDHHC18","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NUH8","TM14B_HUMAN","Transmembrane protein 14B","Other TMPs","TMEM14B",""
"Q9NUM3","S39A9_HUMAN","Zinc transporter ZIP9","Transporter","SLC39A9","GAT\Kidney\lung\Pancreas\SmallIntestine"
"Q9NUM4","T106B_HUMAN","Transmembrane protein 106B","Transporter","TMEM106B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NUN5","LMBD1_HUMAN","Lysosomal cobalamin transport escort protein LMBD1","Transporter","LMBRD1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NUN7","ACER3_HUMAN","Alkaline ceramidase 3","Other TMPs","ACER3","BAT\brain\GAT\Kidney\lung\MAT\Pancreas\prostate\SCAT\SmallIntestine\Spleen\thymus\Ub"
"Q9NUQ2","PLCE_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon","Other TMPs","AGPAT5","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NUT2","MITOS_HUMAN","Mitochondrial potassium channel ATP-binding subunit","Transporter","ABCB8","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NUV7","SPTC3_HUMAN","Serine palmitoyltransferase 3","Other TMPs","SPTLC3","eye\prostate\skin\tongue\Ub"
"Q9NV12","TM140_HUMAN","Transmembrane protein 140","Other TMPs","TMEM140","Ad\GAT\lung\SCAT\skin\SmallIntestine\thymus"
"Q9NV29","TM100_HUMAN","Transmembrane protein 100","Other TMPs","TMEM100","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NV58","RN19A_HUMAN","E3 ubiquitin-protein ligase RNF19A","Other TMPs","RNF19A","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\prostate\SCAT\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q9NV64","TM39A_HUMAN","Transmembrane protein 39A","Other TMPs","TMEM39A","Ad\BAT\GAT\lung\MAT\Pancreas\skin\SmallIntestine\Spleen\Stomach\thymus"
"Q9NV92","NFIP2_HUMAN","NEDD4 family-interacting protein 2","Other TMPs","NDFIP2",""
"Q9NV96","CC50A_HUMAN","Cell cycle control protein 50A","Transporter","TMEM30A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVA4","T184C_HUMAN","Transmembrane protein 184C","Other TMPs","TMEM184C","Ad\BAT\brain\GAT\MAT\SCAT\testis"
"Q9NVC3","S38A7_HUMAN","Sodium-coupled neutral amino acid transporter 7","Transporter","SLC38A7","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVH0","EXD2_HUMAN","Exonuclease 3'-5' domain-containing protein 2","Other TMPs","EXD2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVI7","ATD3A_HUMAN","ATPase family AAA domain-containing protein 3A","Other TMPs","ATAD3A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVM1","EVA1B_HUMAN","Protein eva-1 homolog B","Other TMPs","EVA1B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVV0","TM38B_HUMAN","Trimeric intracellular cation channel type B","Ion-channels","TMEM38B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q9NVV5","AIG1_HUMAN","Androgen-induced gene 1 protein","Other TMPs","AIG1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
