"protein","entry_name","description","family","gene_symbol","expression_tissue"
"Q9BVC6","TM109_HUMAN","Voltage-gated monoatomic cation channel TMEM109 (Mitsugumin-23) (Mg23) (Transmembrane protein 109)","Ion channel","TMEM109","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9BXJ8","TACAN_HUMAN","Transmembrane protein 120A (Protein TACAN) (Transmembrane protein induced by tumor necrosis factor alpha)","Ion channel","TMEM120A","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9BSA9","TM175_HUMAN","Endosomal/lysosomal proton channel TMEM175 (Potassium channel TMEM175) (Transmembrane protein 175) (hTMEM175)","Ion channel","TMEM175","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8WXS4","CCGL_HUMAN","Voltage-dependent calcium channel gamma-like subunit (Neuronal voltage-gated calcium channel gamma-like subunit) (Transmembrane protein 37)","Ion channel","TMEM37","KID/LIV/LUN/SIT/THM"
"Q9H6F2","TM38A_HUMAN","Trimeric intracellular cation channel type A (TRIC-A) (TRICA) (Transmembrane protein 38A)","Ion channel","TMEM38A","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NVV0","TM38B_HUMAN","Trimeric intracellular cation channel type B (TRIC-B) (TRICB) (Transmembrane protein 38B)","Ion channel","TMEM38B","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O94886","TM63A_HUMAN","Mechanosensitive cation channel TMEM63A (Transmembrane protein 63A) (hTMEM63A)","Ion channel","TMEM63A","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q5T3F8","TM63B_HUMAN","Mechanosensitive cation channel TMEM63B (Transmembrane protein 63B) (hTMEM63B)","Ion channel","TMEM63B","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9P1W3","TM63C_HUMAN","Osmosensitive cation channel TMEM63C (Calcium permeable stress-gated cation channel 1) (Transmembrane protein 63C) (hTMEM63C)","Ion channel","TMEM63C","AD/BRN/EYE/SKN/SIT/SPL/STM/TES"
"Q9ULQ1","TPC1_HUMAN","Two pore channel protein 1 (Two pore calcium channel protein 1) (Voltage-dependent calcium channel protein TPC1)","Ion channel","TPCN1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8NHX9","TPC2_HUMAN","Two pore channel protein 2 (Two pore calcium channel protein 2)","Ion channel","TPCN2","AD/BAT/EYE/GAT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O75762","TRPA1_HUMAN","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor)","Ion channel","TRPA1",""
"P48995","TRPC1_HUMAN","Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1)","Ion channel","TRPC1","BRN/EYE/KID"
"Q13507","TRPC3_HUMAN","Short transient receptor potential channel 3 (TrpC3) (Transient receptor protein 3) (TRP-3) (hTrp-3) (hTrp3)","Ion channel","TRPC3","BRN/EYE/SPL"
"Q9UBN4","TRPC4_HUMAN","Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)","Ion channel","TRPC4","AD/BRN/EYE/GAT/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9UL62","TRPC5_HUMAN","Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (TRP-5) (hTRP-5) (hTRP5)","Ion channel","TRPC5","AD/BRN/PCR"
"Q9Y210","TRPC6_HUMAN","Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)","Ion channel","TRPC6","AD/BRN/EYE/LUN/SKN/SIT/SPL"
"Q9HCX4","TRPC7_HUMAN","Short transient receptor potential channel 7 (TrpC7) (Transient receptor protein 7) (TRP-7) (hTRP7)","Ion channel","TRPC7",""
"Q7Z4N2","TRPM1_HUMAN","Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1)","Ion channel","TRPM1","BRN/EYE"
"O94759","TRPM2_HUMAN","Transient receptor potential cation channel subfamily M member 2 (Estrogen-responsive element-associated gene 1 protein) (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7) (Transient receptor potential melastatin 2)","Ion channel","TRPM2","BRN/MAT/SCAT/SIT/SPL/STM/THM"
"Q9HCF6","TRPM3_HUMAN","Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2)","Ion channel","TRPM3",""
"Q8TD43","TRPM4_HUMAN","Transient receptor potential cation channel subfamily M member 4 (hTRPM4) (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (Melastatin-4)","Ion channel","TRPM4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NZQ8","TRPM5_HUMAN","Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)","Ion channel","TRPM5","SIT/SPL/STM/THM"
"Q9BX84","TRPM6_HUMAN","Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]","Ion channel","TRPM6","KID/LUN/SKN"
"Q96QT4","TRPM7_HUMAN","Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7) [Cleaved into: TRPM7 kinase, cleaved form (M7CK); TRPM7 channel, cleaved form]","Ion channel","TRPM7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q7Z2W7","TRPM8_HUMAN","Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)","Ion channel","TRPM8",""
"Q8NER1","TRPV1_HUMAN","Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)","Ion channel","TRPV1","BAT/BRN/GAT/MAT/PRS/SCAT/SKN/TES/UB"
"Q9Y5S1","TRPV2_HUMAN","Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)","Ion channel","TRPV2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8NET8","TRPV3_HUMAN","Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)","Ion channel","TRPV3",""
"Q9HBA0","TRPV4_HUMAN","Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC)","Ion channel","TRPV4","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NQA5","TRPV5_HUMAN","Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transport protein 2) (CaT2) (Epithelial calcium channel 1) (ECaC) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3)","Ion channel","TRPV5","KID"
"Q9H313","TTYH1_HUMAN","Protein tweety homolog 1 (hTTY1) (Volume-regulated anion channel subunit TTYH1)","Ion channel","TTYH1","AD/BRN/EYE/GAT/LUN/SKM/PCR/PRS/SKN/SIT/SPL/STM/TES"
"Q9BSA4","TTYH2_HUMAN","Protein tweety homolog 2 (hTTY2) (Volume-regulated anion channel subunit TTYH2)","Ion channel","TTYH2","AD/BAT/BRN/EYE/GAT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9C0H2","TTYH3_HUMAN","Protein tweety homolog 3 (hTTY3) (Volume-regulated anion channel subunit TTYH3)","Ion channel","TTYH3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P25874","UCP1_HUMAN","Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin)","Ion channel","UCP1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PRS/SCAT/SKN/SPL/STM/THM/TON/UB"
"Q401N2","ZACN_HUMAN","Ligand-gated cation channel ZACN (Ligand-gated ion channel zinc-activated 1) (Ligand-gated ion-channel receptor L2) (Zinc-activated channel)","Ion channel","ZACN",""
"O95477","ABCA1_HUMAN","Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)","Transporter","ABCA1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8WWZ4","ABCAA_HUMAN","ATP-binding cassette sub-family A member 10 (EC 7.6.2.-)","Transporter","ABCA10",""
"Q86UK0","ABCAC_HUMAN","Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12) (ATP-binding cassette 12)","Transporter","ABCA12","MAT/SCAT/SKN/STM/TON"
"Q86UQ4","ABCAD_HUMAN","ATP-binding cassette sub-family A member 13 (EC 7.6.2.-)","Transporter","ABCA13","EYE/GAT/KID/PRS/SPL/STM/THM"
"Q9BZC7","ABCA2_HUMAN","ATP-binding cassette sub-family A member 2 (EC 7.6.2.-) (ATP-binding cassette transporter 2) (ATP-binding cassette 2)","Transporter","ABCA2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q99758","ABCA3_HUMAN","Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form]","Transporter","ABCA3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P78363","ABCA4_HUMAN","Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)","Transporter","ABCA4","AD/BAT/EYE/SCAT/SPL/THM/UB"
"Q8WWZ7","ABCA5_HUMAN","Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5)","Transporter","ABCA5","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SPL/STM/TES/THM/TON/UB"
"Q8N139","ABCA6_HUMAN","ATP-binding cassette sub-family A member 6 (EC 7.6.2.-)","Transporter","ABCA6","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8IZY2","ABCA7_HUMAN","Phospholipid-transporting ATPase ABCA7 (EC 7.6.2.1) (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter)","Transporter","ABCA7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O94911","ABCA8_HUMAN","ABC-type organic anion transporter ABCA8 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8)","Transporter","ABCA8",""
"Q8IUA7","ABCA9_HUMAN","ATP-binding cassette sub-family A member 9 (EC 7.6.2.-)","Transporter","ABCA9","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P08183","MDR1_HUMAN","ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243)","Transporter","ABCB1",""
"Q9NRK6","ABCBA_HUMAN","ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein) (ABC-me protein) (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (EC 7.6.2.-) (Mitochondrial ATP-binding cassette 2) (M-ABC2)","Transporter","ABCB10","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O95342","ABCBB_HUMAN","Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11)","Transporter","ABCB11","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P21439","MDR3_HUMAN","Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (P-glycoprotein 3)","Transporter","ABCB4","AD/BAT/BRN/EYE/HRT/KID/LIV/LUN/MAT/SKM/SCAT/SKN/SIT/SPL/THM/TON/UB"
"Q2M3G0","ABCB5_HUMAN","ATP-binding cassette sub-family B member 5 (ABCB5 P-gp) (P-glycoprotein ABCB5) (EC 7.6.2.2)","Transporter","ABCB5",""
"Q9NP58","ABCB6_HUMAN","ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)","Transporter","ABCB6","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O75027","ABCB7_HUMAN","Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)","Transporter","ABCB7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NUT2","MITOS_HUMAN","Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial) (ABCB8) (Mitochondrial ATP-binding cassette 1) (M-ABC1) (Mitochondrial sulfonylurea-receptor) (MITOSUR)","Transporter","ABCB8","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9NP78","ABCB9_HUMAN","ABC-type oligopeptide transporter ABCB9 (EC 7.4.2.6) (ATP-binding cassette sub-family B member 9) (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL)","Transporter","ABCB9","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P33527","MRP1_HUMAN","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","Transporter","ABCC1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q5T3U5","MRP7_HUMAN","ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)","Transporter","ABCC10","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96J66","MRP8_HUMAN","ATP-binding cassette sub-family C member 11 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 8)","Transporter","ABCC11",""
"Q96J65","MRP9_HUMAN","ATP-binding cassette sub-family C member 12 (Multidrug resistance-associated protein 9)","Transporter","ABCC12","SCAT/TES"
"Q92887","MRP2_HUMAN","ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multidrug resistance protein) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)","Transporter","ABCC2","AD/BAT/BRN/EYE/HRT/KID/LIV/MAT/SIT/SPL/TES/THM/UB"
"O15438","MRP3_HUMAN","ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3)","Transporter","ABCC3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O15439","MRP4_HUMAN","ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4)","Transporter","ABCC4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O15440","MRP5_HUMAN","ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11)","Transporter","ABCC5","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O95255","MRP6_HUMAN","ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Anthracycline resistance-associated protein) (Multi-specific organic anion transporter E) (MOAT-E) (Multidrug resistance-associated protein 6)","Transporter","ABCC6","BRN/HRT/KID/LIV/MAT/PCR/SIT/SPL/THM"
"Q09428","ABCC8_HUMAN","ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)","Transporter","ABCC8",""
"O60706","ABCC9_HUMAN","ATP-binding cassette sub-family C member 9 (Sulfonylurea receptor 2)","Transporter","ABCC9","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P33897","ABCD1_HUMAN","ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP)","Transporter","ABCD1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9UBJ2","ABCD2_HUMAN","ATP-binding cassette sub-family D member 2 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR)","Transporter","ABCD2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P28288","ABCD3_HUMAN","ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70)","Transporter","ABCD3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O14678","ABCD4_HUMAN","Lysosomal cobalamin transporter ABCD4 (EC 7.6.2.8) (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69)","Transporter","ABCD4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P45844","ABCG1_HUMAN","ATP-binding cassette sub-family G member 1 (EC 7.6.2.-) (ATP-binding cassette transporter 8) (White protein homolog)","Transporter","ABCG1","AD/BAT/BRN/EYE/GAT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9UNQ0","ABCG2_HUMAN","Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338)","Transporter","ABCG2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9H172","ABCG4_HUMAN","ATP-binding cassette sub-family G member 4 (EC 7.6.2.-)","Transporter","ABCG4","AD/BRN/EYE/GAT/MAT/SCAT/SKN/SPL/STM"
"Q9H222","ABCG5_HUMAN","ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)","Transporter","ABCG5","LIV/MAT/SIT"
"Q9H221","ABCG8_HUMAN","ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)","Transporter","ABCG8","LIV/MAT/SIT/THM"
"Q5T8D3","ACBD5_HUMAN","Acyl-CoA-binding domain-containing protein 5","Transporter","ACBD5","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9BXJ7","AMNLS_HUMAN","Protein amnionless [Cleaved into: Soluble protein amnionless]","Transporter","AMN","AD/EYE/GAT/KID/SIT/UB"
"Q9HCJ1","ANKH_HUMAN","Mineralization regulator ANKH (ATP carrier protein ANKH) (Progressive ankylosis protein homolog) (ANK)","Transporter","ANKH","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q32M45","ANO4_HUMAN","Anoctamin-4 (Transmembrane protein 16D)","Transporter","ANO4","BRN"
"Q6IWH7","ANO7_HUMAN","Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G)","Transporter","ANO7","PRS/SCAT/SKN/SIT/STM"
"A1A5B4","ANO9_HUMAN","Anoctamin-9 (Transmembrane protein 16J) (Tumor protein p53-inducible protein 5) (p53-induced gene 5 protein)","Transporter","ANO9","GAT/KID/LUN/PCR/PRS/SKN/SIT/STM/UB"
"Q9BUR5","MIC26_HUMAN","MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B)","Transporter","APOO","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P29972","AQP1_HUMAN","Aquaporin-1 (AQP-1) (Aquaporin-CHIP) (Channel-like integral membrane protein of 28 kDa) (Urine water channel)","Transporter","AQP1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96PS8","AQP10_HUMAN","Aquaporin-10 (AQP-10) (Aquaglyceroporin-10) (Small intestine aquaporin)","Transporter","AQP10",""
"Q8NBQ7","AQP11_HUMAN","Aquaporin-11 (AQP-11)","Transporter","AQP11","AD/BAT/BRN/EYE/GAT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SIT/SPL/STM/TES/THM/UB"
"A6NM10","AQ12B_HUMAN","Putative aquaporin-12B (AQP-12B)","Transporter","AQP12B",""
"P41181","AQP2_HUMAN","Aquaporin-2 (AQP-2) (ADH water channel) (Aquaporin-CD) (AQP-CD) (Collecting duct water channel protein) (WCH-CD) (Water channel protein for renal collecting duct)","Transporter","AQP2","EYE/KID/PRS/SPL/TES/UB"
"Q92482","AQP3_HUMAN","Aquaporin-3 (AQP-3) (Aquaglyceroporin-3)","Transporter","AQP3","AD/EYE/GAT/KID/LUN/MAT/PRS/SCAT/SKN/SIT/SPL/STM/THM/TON/UB"
"P55087","AQP4_HUMAN","Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4)","Transporter","AQP4","BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON"
"P55064","AQP5_HUMAN","Aquaporin-5 (AQP-5)","Transporter","AQP5","BRN/EYE/GAT/LUN/MAT/PRS/SKN/SIT/STM/THM/TON/UB"
"Q13520","AQP6_HUMAN","Aquaporin-6 (AQP-6) (Aquaporin-2-like) (Kidney-specific aquaporin) (hKID)","Transporter","AQP6","KID"
"O14520","AQP7_HUMAN","Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like)","Transporter","AQP7","AD/BAT/GAT/HRT/KID/MAT/SKM/PRS/SCAT/SKN/SIT/STM/TES/THM/TON/UB"
